#### Each pair is (time, position)
Movement number 1
9.4032;18993.0000
9.4192;18995.0000
9.4232;18992.0000
9.4392;18993.0000
9.4432;18994.0000
9.4592;18993.0000
9.4629;18992.0000
9.4792;18998.0000
9.4832;18996.0000
9.4992;18996.0000
9.5032;18996.0000
9.5192;18996.0000
9.5232;18993.0000
9.5392;18995.0000
9.5432;18996.0000
9.5592;18992.0000
9.5632;18994.0000
9.5793;18993.0000
9.5832;18991.0000
9.5992;18990.0000
9.6032;18992.0000
9.6192;18991.0000
9.6232;18988.0000
9.6392;18993.0000
9.6432;18991.0000
9.6592;18991.0000
9.6792;18988.0000
9.6832;18984.0000
9.6992;18982.0000
9.7032;18981.0000
9.7192;18979.0000
9.7232;18977.0000
9.7392;18976.0000
9.7432;18976.0000
9.7592;18979.0000
9.7792;18976.0000
9.7832;18976.0000
9.7992;18980.0000
9.8032;18979.0000
9.8192;18976.0000
9.8232;18979.0000
9.8392;18981.0000
9.8432;18979.0000
9.8592;18980.0000
9.8792;18980.0000
9.8832;18978.0000
9.8992;18982.0000
9.9032;18979.0000
9.9192;18978.0000
9.9232;18981.0000
9.9392;18979.0000
9.9432;18977.0000
9.9592;18982.0000
9.9792;18979.0000
9.9832;18980.0000
9.9992;18981.0000
10.0032;18980.0000
10.0192;18979.0000
10.0232;18981.0000
10.0392;18980.0000
10.0432;18977.0000
10.0512;18983.0000
10.0712;18980.0000
10.0752;18981.0000
10.0912;18981.0000
10.0952;18983.0000
10.1112;18983.0000
10.1152;18983.0000
10.1313;18980.0000
Movement number 3
